ITEM_ID,USER_ID,TIMESTAMP
41998281,1,1644875501
42763642,1,1644875501
42474437,1,1644875501
42120269,1,1644875501
42298118,1,1644875501
42195766,1,1644875501
42251570,1,1644875501
42095722,1,1644875501
42236076,1,1644875501
42499062,1,1644875501
41990476,1,1644875501
42591465,1,1644875501
42054283,1,1644875501
42728571,1,1644875502
42051146,1,1644875502
42562159,1,1644875502
42397952,1,1644875502
42318778,1,1644875502
42544602,1,1644875502
42881343,1,1644875502
42446473,1,1644875502
42390809,1,1644875502
42555882,1,1644875502
42145684,1,1644875502
42393606,1,1644875502
42068452,1,1644875502
42417004,1,1644875502
42473173,1,1644875502
42294236,1,1644875502
42040064,1,1644875502
42043739,1,1644875502
42447088,1,1644875502
42510904,1,1644875502
42583825,1,1644875502
42319809,1,1644875502
42508637,1,1644875502
42221361,1,1644875502
42394846,1,1644875502
42414414,1,1644875502
42559242,1,1644875502
42125925,1,1644875503
42662346,1,1644875503
42254395,1,1644875503
42817678,1,1644875503
42384307,1,1644875503
42306925,1,1644875503
42580428,2,1644875501
42050595,2,1644875501
42232847,2,1644875501
42470037,2,1644875501
42388404,2,1644875501
42034270,2,1644875501
42065902,2,1644875501
42163919,2,1644875501
42573956,2,1644875501
42550125,2,1644875501
42698595,2,1644875501
42385478,2,1644875501
42300956,2,1644875501
42524180,2,1644875501
42319016,2,1644875501
42232912,2,1644875501
42094569,2,1644875501
42055096,2,1644875501
42673215,2,1644875501
42224150,2,1644875501
42582421,2,1644875502
42446983,2,1644875502
42450716,2,1644875502
42050469,2,1644875502
42391444,2,1644875502
42572439,2,1644875502
42471950,2,1644875502
42125932,2,1644875502
42179844,2,1644875502
42041007,2,1644875502
42063600,2,1644875502
42760400,2,1644875502
42416398,2,1644875502
42037323,2,1644875502
42682803,2,1644875502
42252700,2,1644875503
42301770,2,1644875503
42401022,2,1644875503
42561625,2,1644875503
42138121,3,1644875501
42466216,3,1644875501
42082860,3,1644875501
42748503,3,1644875501
42292861,3,1644875501
42297262,3,1644875501
42120143,3,1644875501
42102863,3,1644875501
42485322,3,1644875501
43244818,3,1644875501
42026068,3,1644875501
42037020,3,1644875501
42156215,3,1644875501
42452999,3,1644875501
42645793,3,1644875501
42292474,3,1644875502
42488144,3,1644875502
42578969,3,1644875502
42747854,3,1644875502
42393845,3,1644875502
42317922,3,1644875502
41997208,3,1644875502
42299322,3,1644875502
42246183,3,1644875502
42450695,3,1644875502
42643096,3,1644875502
42297759,3,1644875502
42513172,3,1644875502
42765403,3,1644875502
42662374,3,1644875502
42617361,3,1644875502
42295430,3,1644875502
42470448,3,1644875502
42202519,3,1644875502
42418805,3,1644875503
42016839,3,1644875503
42383942,4,1644875501
41989759,4,1644875501
42101239,4,1644875501
42102347,4,1644875501
42731520,4,1644875501
42487333,4,1644875501
42612221,4,1644875501
42474293,4,1644875501
42120397,4,1644875501
42624972,4,1644875501
42227831,4,1644875501
42656883,4,1644875501
42160329,4,1644875501
42730985,4,1644875501
42718397,4,1644875501
42381352,4,1644875502
42540929,4,1644875502
42093295,4,1644875502
42014107,4,1644875502
42682945,4,1644875502
42034138,4,1644875502
42224251,4,1644875502
42475145,4,1644875502
42184225,4,1644875502
42561894,4,1644875502
42055942,4,1644875502
42847648,4,1644875502
42443154,4,1644875502
42166086,4,1644875502
42240629,4,1644875502
42403030,4,1644875502
42001945,4,1644875502
42030956,4,1644875502
42660553,4,1644875502
42007372,4,1644875502
42442342,4,1644875502
42497719,4,1644875503
42004520,4,1644875503
42017757,4,1644875503
42137530,4,1644875503
42529842,4,1644875503
42094114,5,1644875501
42120380,5,1644875501
42001873,5,1644875501
42111473,5,1644875501
42730265,5,1644875501
42220390,5,1644875501
42255529,5,1644875501
42096090,5,1644875501
42509845,5,1644875501
42472403,5,1644875501
42030463,5,1644875501
42170058,5,1644875501
42224639,5,1644875501
42245112,5,1644875501
42247905,5,1644875501
42477959,5,1644875501
41994108,5,1644875501
42206986,5,1644875501
42046836,5,1644875501
42082216,5,1644875501
42028300,5,1644875501
42186237,5,1644875502
42292861,5,1644875502
42227617,5,1644875502
42135139,5,1644875502
42105466,5,1644875502
42435444,5,1644875502
42227519,5,1644875502
42485860,5,1644875502
42221722,5,1644875502
42383342,5,1644875502
42086656,5,1644875502
42208016,5,1644875502
42749422,5,1644875502
42711067,5,1644875502
42244114,5,1644875502
42138915,5,1644875502
42147414,5,1644875502
42562254,5,1644875502
42504573,5,1644875502
42037325,5,1644875503
42784239,5,1644875503
42523769,5,1644875503
42256219,5,1644875503
43218818,5,1644875503
42095002,6,1644875501
42695214,6,1644875501
42112829,6,1644875501
42318802,6,1644875501
42718382,6,1644875501
42046119,6,1644875501
42256373,6,1644875501
42749097,6,1644875501
42058149,6,1644875501
42121584,6,1644875501
42069332,6,1644875501
42191737,6,1644875502
42306372,6,1644875502
42182589,6,1644875502
42096115,6,1644875502
42045723,6,1644875502
42236039,6,1644875502
42622297,6,1644875502
42250894,6,1644875502
42514403,6,1644875502
42243552,6,1644875502
42425791,6,1644875502
42664639,6,1644875502
42624819,6,1644875502
42098919,6,1644875502
42009455,6,1644875502
42414398,6,1644875502
42563772,6,1644875502
42422330,6,1644875502
42719010,6,1644875502
42140848,6,1644875503
42197163,6,1644875503
42005026,6,1644875503
42513753,6,1644875503
42098218,6,1644875503
42323314,6,1644875503
42624668,7,1644875501
42415262,7,1644875501
43248494,7,1644875501
42240604,7,1644875501
42386347,7,1644875501
42616727,7,1644875501
42222212,7,1644875501
42308618,7,1644875501
42299737,7,1644875501
42219798,7,1644875501
42640682,7,1644875501
42395522,7,1644875501
42474581,7,1644875501
42739333,7,1644875501
42006777,7,1644875501
42445730,7,1644875502
42775257,7,1644875502
42706502,7,1644875502
42468990,7,1644875502
42609805,7,1644875502
42442371,7,1644875502
42606379,7,1644875502
41997457,7,1644875502
42550342,7,1644875502
42572257,7,1644875502
42529801,7,1644875502
42645574,7,1644875502
42222894,7,1644875502
42569222,7,1644875502
42482476,7,1644875502
42015295,7,1644875502
42422322,7,1644875502
